country,year,region,gym_memberships,fitness_participation_rate,total_health_club_revenue_usd,number_of_gyms,gym_penetration_rate,urban_population_percentage,obesity_rate,gdp_per_capita_usd,population_total,average_membership_cost_usd,insufficient_physical_activity_pct,memberships_per_100k,gyms_per_100k,revenue_per_membership_usd,periodo,gym_memberships_norm,total_health_club_revenue_usd_norm,number_of_gyms_norm,gdp_per_capita_usd_norm,population_total_norm,average_membership_cost_usd_norm,memberships_per_100k_norm,gyms_per_100k_norm,revenue_per_membership_usd_norm
Venezuela,2012,South America,2160323.0,0.4128,283088675.0,1961.0,0.0731,0.8884,0.2242,12607.2361,29553826.0,10.92,0.4175,7309.791294027379,6.635350698755551,131.0399764294506,pre_covid,0.020997720361082196,0.0033339412784100676,0.0314639241523381,0.09077833052897283,0.02024611950331437,0.06890130353817504,0.23609202983422928,0.22366666437435456,0.06890243192224738
Venezuela,2013,South America,2026095.0,0.4098,216630089.0,1981.0,0.0677,0.8888,0.2257,8656.3567,29912198.0,8.91,0.4219,6773.474152584842,6.622716257762134,106.92000572529916,pre_covid,0.01969182286131046,0.0025508010011687557,0.03178531255021694,0.06208057878956596,0.02049314413589535,0.0455074487895717,0.21821080330673498,0.22322119434842053,0.045508670883373674
Venezuela,2014,South America,1990850.0,0.4069,193988422.0,2029.0,0.0658,0.8892,0.2268,7096.2205,30254079.0,8.12,0.4262,6580.434988617567,6.706533687573169,97.43999899540397,pre_covid,0.019348926018777943,0.0022839942206034055,0.03255664470512615,0.05074831657289045,0.020728801576798708,0.03631284916201116,0.21177472891557775,0.22617646183125584,0.03631409039211662
Venezuela,2015,South America,1722361.0,0.404,136411027.0,1987.0,0.0563,0.8895,0.2275,4103.1385,30573972.0,6.6,0.4303,5633.422441807692,6.498992018439737,79.20002078542187,pre_covid,0.01673680996388468,0.0016055088690924283,0.03188172906958059,0.029007656968933065,0.020949302762131902,0.018621973929236493,0.1802006012859073,0.21885887708180501,0.01862328567131561
Venezuela,2016,South America,1711506.0,0.4013,131032920.0,2029.0,0.0556,0.8899,0.228,3670.1574,30765720.0,6.38,0.4344,5563.02924163647,6.595002489784084,76.56001205955457,pre_covid,0.01663120221170166,0.0015421338793354473,0.03255664470512615,0.025862639655659644,0.02108147402341386,0.016061452513966477,0.1778536377805618,0.2222440515570343,0.016062762939716636
Venezuela,2017,South America,1764641.0,0.3986,136371440.0,2075.0,0.0577,0.8903,0.2285,3791.3316,30565323.0,6.44,0.4383,5773.343209885268,6.788738990260303,77.27999066098997,pre_covid,0.017148149969623785,0.0016050423804711514,0.03329583802024747,0.026742804995260046,0.020943341035079586,0.016759776536312852,0.18486566745024172,0.22907488831003978,0.016761064258639186
Venezuela,2018,South America,1694154.0,0.3961,127061536.0,2043.0,0.0568,0.8907,0.2293,3422.6547,29807592.0,6.25,0.4421,5683.63254569507,6.853958548546961,74.99999173628844,pre_covid,0.01646238547140873,0.0014953355504213818,0.03278161658364133,0.024064870014948034,0.02042103956657697,0.014548417132216015,0.1818746448176213,0.2313744248179472,0.01454971206971732
Venezuela,2019,South America,1489578.0,0.3935,103495859.0,1946.0,0.0515,0.891,0.2298,2523.1128,28938098.0,5.79,0.4458,5147.463388920723,6.724699045528147,69.47998627799282,pre_covid,0.014472075797471087,0.001217640343075875,0.031222882853928973,0.017530924654481108,0.019821700232361777,0.009194599627560522,0.16399835221293133,0.22681694307482816,0.009195904214452386
Venezuela,2020,South America,930219.0,0.3909,58938688.0,1414.0,0.0327,0.8914,0.2298,1506.0436,28444077.0,5.28,0.4496,3270.3434180690765,4.971157967263272,63.360013072190526,covid,0.009030100057872659,0.0006925838026007506,0.022673951470351922,0.01014330371029406,0.01948117319338471,0.00325884543761639,0.10141372676575439,0.16498991091582155,0.0032601925796033873
Venezuela,2021,South America,1226819.0,0.3883,81411727.0,1710.0,0.0434,0.8918,0.2294,2004.934,28237826.0,5.53,0.4534,4344.594374935237,6.055706979708707,66.36001480250958,covid,0.011915706626042463,0.0009574034903520792,0.027430499758958702,0.01376706221944354,0.01933900506224037,0.006168528864059593,0.13723008097631517,0.20322936107847928,0.006169869562884808
Venezuela,2022,South America,1589953.0,0.3857,116575369.0,1958.0,0.0564,0.8921,0.2284,3155.0421,28213017.0,6.11,0.4573,5635.529869067175,6.9400589096869725,73.32000945939912,post_covid,0.015448619153101714,0.0013717677734665925,0.03141571589265627,0.02212102937097971,0.019321904300714073,0.012918994413407825,0.1802708645337231,0.23441018477993966,0.01292031108838332
Venezuela,2023,South America,1770908.0,0.3858,134943201.0,2107.0,0.0626,0.8925,0.2284,3617.4359,28300854.0,6.35,0.4573,6257.43661304355,7.445005016456395,76.20000643737563,post_covid,0.017209121299235113,0.001588212177577174,0.03381005945685361,0.02547968984495949,0.019382450053875636,0.01571229050279329,0.20100571432447784,0.25221377066039685,0.015713596450204464
Venezuela,2024,South America,1899920.0,0.3859,151613645.0,2177.0,0.0669,0.8929,0.2284,4217.591,28405543.0,6.65,0.4573,6688.553709393973,7.663997129011053,79.80001526380057,post_covid,0.018464272595839035,0.0017846547581625593,0.034934918849429536,0.029838998323203327,0.0194546118348191,0.019203910614525144,0.21537949033130616,0.25993507958968814,0.019205215376952408
Venezuela,2025,South America,1916414.0,0.3859,152929839.0,2196.0,0.0675,0.8929,0.2284,4217.591,28405543.0,6.65,0.4573,6746.619841064119,7.730885482456717,79.80000093925425,post_covid,0.018624741897037257,0.001800164635758561,0.03524023782741443,0.029838998323203327,0.0194546118348191,0.019203910614525144,0.2173154598794293,0.26229345512523033,0.01920520148369284
Venezuela,2026,South America,1930536.0,0.3859,154056762.0,2212.0,0.068,0.8929,0.2284,4217.591,28405543.0,6.65,0.4573,6796.335489872522,7.7872125169372755,79.79999440569873,post_covid,0.018762134128850118,0.0018134441658203292,0.0354973485457175,0.029838998323203327,0.0194546118348191,0.019203910614525144,0.21897301789801754,0.26427945557621313,0.019205195146851123
Vietnam,2000,Asia,506349.0,0.2973,30380961.0,780.0,0.0066,0.2437,0.0028,404.0298,77154011.0,5.0,0.1602,656.2834432548167,1.0109649386860782,60.000041473371134,pre_covid,0.004906290023988185,0.0003560628564560088,0.012485939257592801,0.0021386760707360498,0.053056769359920736,0.0,0.014258954049771731,0.025359887548481046,1.3837840083541284e-06
Vietnam,2001,Asia,530102.0,0.2985,31806109.0,817.0,0.0068,0.2495,0.003,419.2057,77969361.0,5.0,0.1645,679.8850127808538,1.0478474999942606,59.99997924927656,pre_covid,0.005137381773191616,0.0003728566353641231,0.013080507793668648,0.0022489082915985907,0.0536187874142746,0.0,0.015045848553953252,0.026660307214933298,1.3234333712303378e-06
Vietnam,2002,Asia,556554.0,0.2996,33393224.0,858.0,0.0071,0.2555,0.0032,445.1329,78772224.0,5.0,0.169,706.5358469503159,1.0892164222759535,59.99997125166651,pre_covid,0.005394731958428391,0.0003915590146340318,0.013739354009320264,0.002437234047352601,0.054172198220888576,0.0,0.015934407889664687,0.028118908738442815,1.3156765550782908e-06
Vietnam,2003,Asia,585866.0,0.3007,35151946.0,903.0,0.0074,0.2617,0.0035,497.1171,79563777.0,5.0,0.1738,736.3476472465604,1.1349385788962734,59.99997610375069,pre_covid,0.005679906940647519,0.0004122835909088023,0.014462477904547646,0.0028148283788757738,0.05471781308196415,0.0,0.0169283562703854,0.029730998288429764,1.3203825515853326e-06
Vietnam,2004,Asia,618097.0,0.3017,37085804.0,952.0,0.0077,0.268,0.0038,565.4523,80338971.0,5.0,0.1789,769.3613601299425,1.1849790807004486,59.99997411409536,pre_covid,0.005993480727898635,0.0004350719495155492,0.015249879479350796,0.0033111904304895788,0.05525215173852487,0.0,0.018029058882637557,0.031495345729529306,1.3184528012577824e-06
Vietnam,2005,Asia,653177.0,0.3025,39190637.0,1006.0,0.0081,0.2743,0.0042,710.7468,81088313.0,5.0,0.1843,805.513119997946,1.2406226776477642,60.000026026635965,pre_covid,0.00633477229368217,0.0004598750577123842,0.016117628153623654,0.004366556861087599,0.05576867069711399,0.0,0.019234386398048718,0.03345724927461685,1.368802347065613e-06
Vietnam,2006,Asia,694022.0,0.3031,41641297.0,1069.0,0.0084,0.2805,0.0046,807.7566,82167897.0,5.0,0.19,844.6388739874893,1.3009947181683377,59.99996685984018,pre_covid,0.006732151256180133,0.0004887533512081891,0.01713000160694199,0.0050712007833216,0.05651282437245778,0.0,0.02053886916782235,0.0355858701190534,1.311416958872629e-06
Vietnam,2007,Asia,759374.0,0.3036,45562437.0,1157.0,0.0091,0.2865,0.005,925.6403,83633375.0,5.0,0.1959,907.9796193804208,1.3834189998908928,59.999996049377515,pre_covid,0.007367957596176873,0.0005349596106477444,0.01854411055760887,0.005927465127083325,0.05752297350382271,0.0,0.022650698399580553,0.038492017445688004,1.3397276508573826e-06
Vietnam,2008,Asia,969549.0,0.3038,58172927.0,1361.0,0.0114,0.2922,0.0055,1163.832,85175788.0,5.0,0.202,1138.291787802421,1.5978719210675223,59.99998659170398,pre_covid,0.00941273966112997,0.0006835601637011721,0.021822272215973004,0.00765760304852615,0.05858615367585939,0.0,0.0303294834641699,0.046053281803007835,1.3305547311480192e-06
Vietnam,2009,Asia,1071825.0,0.3038,64309521.0,1478.0,0.0124,0.2976,0.0061,1226.1698,86460018.0,5.0,0.2082,1239.677049338574,1.709460666547629,60.00001959275068,pre_covid,0.010407777750698868,0.0007558730763845291,0.023702394343564196,0.008110402166712544,0.05947136916116369,0.0,0.033709746163215946,0.0499877211160626,1.362562174691763e-06
Vietnam,2010,Asia,1407035.0,0.3034,86110526.0,1751.0,0.0161,0.3025,0.0067,1683.1618,87455152.0,5.1,0.2147,1608.8646212632505,2.002169066037413,61.199988628570004,pre_covid,0.013669019078130425,0.0010127735933446586,0.028089345974610318,0.011429825929152631,0.06015731173122732,0.001163873370577277,0.046018744132150055,0.06030814751084856,0.0011652026522944229
Vietnam,2011,Asia,1629521.0,0.3028,102268719.0,1940.0,0.0184,0.307,0.0074,1950.925,88468314.0,5.23,0.2212,1841.9261386624821,2.1928755192508813,62.75998836467895,pre_covid,0.015833574246457555,0.0012031798674976872,0.031126466334565322,0.0133747604767749,0.06085568094197764,0.0026769087523277517,0.053789194608985555,0.0670321496810322,0.0026782335549794477
Vietnam,2012,Asia,1837701.0,0.302,117980431.0,2118.0,0.0205,0.3112,0.0082,2185.1177,89510356.0,5.35,0.228,2053.0596482042815,2.366206654345113,64.20001458343876,pre_covid,0.017858947056172962,0.0013883248612779587,0.03398682307568697,0.0150758511159327,0.06157395704107006,0.00407355679702048,0.06082854841652426,0.07314352613890918,0.0040749031307671865
Vietnam,2013,Asia,2020159.0,0.301,131633569.0,2278.0,0.0223,0.3153,0.009,2359.5174,90573104.0,5.43,0.2349,2230.418204503624,2.515095430537525,65.16000423729024,pre_covid,0.01963407181414709,0.001549211857557625,0.03655793025871766,0.01634262713901937,0.06230650571737896,0.005004655493482306,0.06674181927198822,0.07839310441675144,0.0050059891937418504
Vietnam,2014,Asia,2212514.0,0.2999,146556936.0,2444.0,0.0241,0.3195,0.01,2546.3846,91679578.0,5.52,0.242,2413.3117192140653,2.6658063369358005,66.24000390506004,pre_covid,0.021505483990210145,0.0017250670851989992,0.039225453961112,0.017699962549925126,0.06306919458065625,0.0060521415270018575,0.07283962990349385,0.08370692806884368,0.006053471981335828
Vietnam,2015,Asia,2331901.0,0.2989,155024805.0,2567.0,0.0251,0.3238,0.011,2577.5689,92823254.0,5.54,0.2493,2512.1948429000345,2.765470816181471,66.4800113726955,pre_covid,0.02266699414312346,0.0018248514723706298,0.04120199260806685,0.017926473969020123,0.06385752665931108,0.006284916201117319,0.07613646939965323,0.08722093697334563,0.006286253248538732
Vietnam,2016,Asia,2515613.0,0.2978,169351089.0,2725.0,0.0268,0.3285,0.0121,2735.0604,94000117.0,5.61,0.2567,2676.180711562306,2.8989325619669173,67.32000868178055,pre_covid,0.024454319004389848,0.001993670743120654,0.04374096095130966,0.01907043497376929,0.06466873442714213,0.007099627560521419,0.08160388455064217,0.09192658302347344,0.007100959724059051
Vietnam,2017,Asia,2731632.0,0.2969,187499224.0,2899.0,0.0287,0.3336,0.0133,2956.1099,95176977.0,5.72,0.2642,2870.0554336790924,3.045904683440408,68.64000128860695,pre_covid,0.026555957053106885,0.0022075262632382914,0.04653704001285554,0.020676058185938213,0.06547994012708312,0.008379888268156421,0.0880678170939892,0.09710858314508469,0.00838120968770689
Vietnam,2018,Asia,2965585.0,0.2961,208184069.0,3078.0,0.0308,0.3394,0.0146,3222.31,96237319.0,5.85,0.2718,3081.533266736161,3.1983434617500097,70.2000006744032,pre_covid,0.02883207409101326,0.0024512740800816044,0.04941346617387112,0.02260963894337801,0.0662108303555613,0.009892923649906887,0.09511865091269948,0.10248332877588183,0.009894240250626515
Vietnam,2019,Asia,3173232.0,0.2957,226568735.0,3239.0,0.0327,0.3462,0.016,3440.9003,97173776.0,5.95,0.2795,3265.5229945988717,3.3332038059321683,71.39999060894381,pre_covid,0.030852261370381953,0.002667916854097725,0.05200064277679576,0.024197399420714385,0.06685632706387805,0.011056797020484174,0.10125301013492408,0.10723828715129409,0.011058100610243992
Vietnam,2020,Asia,2596413.0,0.2962,186941711.0,2633.0,0.0265,0.3557,0.0175,3534.0395,98079191.0,6.0,0.2873,2647.261843748283,2.684565373301254,71.99999037133152,covid,0.025240418163891266,0.0022009565946421884,0.04226257432106701,0.024873928711587442,0.06748042662441377,0.011638733705772812,0.08063970722654928,0.08436834145631135,0.011640035440797631
Vietnam,2021,Asia,3168891.0,0.2971,231202287.0,3176.0,0.032,0.3665,0.0191,3704.1936,98935098.0,6.08,0.2952,3202.9998090263175,3.210185327759012,72.9599998863956,covid,0.03081002799845874,0.0027225180940021075,0.05098826932347742,0.026109866239633024,0.06807040048453256,0.012569832402234637,0.09916843897720137,0.10290085388529398,0.012571140766998898
Vietnam,2022,Asia,3666396.0,0.2972,277179520.0,3575.0,0.0368,0.3755,0.0208,4147.6978,99680655.0,6.3,0.3032,3678.141962449986,3.5864531588400976,75.59999519964565,post_covid,0.03565022926513884,0.0032643084805506323,0.05739996786116021,0.02933131952595309,0.06858431045515856,0.015130353817504653,0.11501004429169488,0.11616745116151471,0.015131650489810812
Vietnam,2023,Asia,3993626.0,0.2994,305752040.0,3855.0,0.0398,0.3813,0.0208,4323.3503,100352192.0,6.38,0.3032,3979.6101314857174,3.8414706476964646,76.56000837334292,post_covid,0.03883383357161964,0.0036010037456933926,0.061899405431463925,0.03060719543282238,0.06904719868495757,0.016061452513966477,0.12506122521583551,0.1251589567954934,0.016062759364490305
Vietnam,2024,Asia,4242367.0,0.3008,334468227.0,4012.0,0.042,0.3849,0.0208,4717.2903,100987686.0,6.57,0.3032,4200.875540409947,3.9727615899625626,78.84000299832617,post_covid,0.04125382232203476,0.003939391966118265,0.06442230435481279,0.03346863238790178,0.06948524259424016,0.018272811918063316,0.13243838435162406,0.12978806381231014,0.018274107383150804
Vietnam,2025,Asia,4279196.0,0.3008,337371826.0,4047.0,0.0424,0.3849,0.0208,4717.2903,100987686.0,6.57,0.3032,4237.344343150907,4.007419280802216,78.84000312208181,post_covid,0.04161212982135751,0.003973607640310575,0.06498473405110075,0.03346863238790178,0.06948524259424016,0.018272811918063316,0.13365428232058255,0.13101003813196532,0.01827410750318038
Vietnam,2026,Asia,4310729.0,0.3008,339857880.0,4077.0,0.0427,0.3849,0.0208,4717.2903,100987686.0,6.57,0.3032,4268.568942157957,4.03712587295049,78.84000130836338,post_covid,0.04191891280151293,0.004002903012601476,0.06546681664791901,0.03346863238790178,0.06948524259424016,0.018272811918063316,0.13469533449835464,0.1320574446916698,0.018274105744069808
Samoa,2000,Oceania,2051.0,0.2095,164875.0,3.0,0.0113,0.2195,0.4354,1424.7524,181685.0,6.7,0.3853,1128.8769023309574,1.6512095109667833,80.38761579717212,pre_covid,0.0,0.0,0.0,0.009552833984440503,0.0,0.01978584729981378,0.030015583931902776,0.0479338792562757,0.01977512429734934
Samoa,2001,Oceania,2192.0,0.2144,176725.0,3.0,0.012,0.2197,0.4459,1453.8702,183166.0,6.72,0.3711,1196.7286505137417,1.6378585545352302,80.62271897810218,pre_covid,1.3717819491299473e-06,1.3963902700712806e-07,0.0,0.009764335098748802,1.0208483945521226e-06,0.020018621973929233,0.03227781347071542,0.047463146050832974,0.02000314893724704
Samoa,2002,Oceania,2396.0,0.2191,194688.0,3.0,0.013,0.2194,0.4562,1527.5579,184471.0,6.77,0.3569,1298.8491415994927,1.6262718801329206,81.25542570951586,pre_covid,3.3564877478711476e-06,3.5131293773531724e-07,0.0,0.01029957576462382,1.920380572060914e-06,0.020600558659217873,0.035682589289164485,0.04705461858616908,0.02061680598782674
Samoa,2003,Oceania,2840.0,0.2233,236851.0,4.0,0.0153,0.2178,0.4662,1798.1243,185430.0,6.95,0.3429,1531.5752575095723,2.157148250013482,83.39823943661972,pre_covid,7.676141545131407e-06,8.481568445455738e-07,1.606941989394183e-05,0.01226487173802788,2.5814160956095203e-06,0.022695530726256984,0.04344185722205024,0.06577246375095985,0.022695103382858732
Samoa,2004,Oceania,3412.0,0.227,294831.0,4.0,0.0183,0.2153,0.4762,2189.2604,186249.0,7.2,0.3291,1831.9561447309784,2.1476625377854375,86.41002344665885,pre_covid,1.3241100941601832e-05,1.5313864467289735e-06,1.606941989394183e-05,0.015105942182779959,3.145950082873658e-06,0.025605214152700187,0.05345678733315721,0.0654380128263458,0.025616207902253094
Samoa,2005,Oceania,3951.0,0.2306,352788.0,5.0,0.0211,0.2124,0.4858,2550.0422,186978.0,7.44,0.3154,2113.0828225780574,2.6741113927841775,89.29081245254366,pre_covid,1.8485004988275885e-05,2.214345019577254e-06,3.213883978788366e-05,0.01772653002671575,3.6484473682406382e-06,0.028398510242085666,0.06282976727555596,0.08399975095242736,0.02841026144542279
Samoa,2006,Oceania,4269.0,0.234,384731.0,5.0,0.0227,0.2096,0.495,2663.2914,187709.0,7.51,0.302,2274.264952666095,2.663697531817867,90.12204263293512,pre_covid,2.1578811086313637e-05,2.590757630521447e-06,3.213883978788366e-05,0.018549131047209174,4.15232324698311e-06,0.029213221601489755,0.06820370362324783,0.08363257499924091,0.029216464754991105
Samoa,2007,Oceania,4873.0,0.2374,453151.0,6.0,0.0258,0.2069,0.5034,3038.619,188753.0,7.75,0.2888,2581.680820967084,3.178757423723067,92.99220192899651,pre_covid,2.7455096882586606e-05,3.397010983080747e-06,4.8208259681825485e-05,0.021275374294661222,4.8719489889901435e-06,0.03200651769087523,0.07845318542137027,0.10179275664274563,0.03200020863010309
Samoa,2008,Oceania,5466.0,0.2405,522786.0,6.0,0.0288,0.204,0.5111,3373.6064,190107.0,7.97,0.2759,2875.2229007874516,3.1561173444428663,95.64324917672887,pre_covid,3.322436422892745e-05,4.217581754864828e-06,4.8208259681825485e-05,0.0237086009937676,5.805256704198499e-06,0.034567039106145246,0.08824010442698292,0.1009945039373545,0.03457143753319377
Samoa,2009,Oceania,5684.0,0.2435,539528.0,7.0,0.0297,0.201,0.5186,3279.1827,191513.0,7.91,0.2634,2967.9447348221793,3.6551043532292846,94.92047853624209,pre_covid,3.534527532758226e-05,4.414867543063422e-06,6.427767957576732e-05,0.023022741561835498,6.7744078471696565e-06,0.033868715083798885,0.09133152178120026,0.11858798162747584,0.03387042823857836
Samoa,2010,Oceania,6253.0,0.2464,605588.0,7.0,0.0324,0.1983,0.5258,3524.2479,193023.0,8.07,0.2511,3239.5103174233122,3.626510830315558,96.84759315528547,pre_covid,4.088104787407119e-05,5.1933109290626525e-06,6.427767957576732e-05,0.02480280608862619,7.81524584566642e-06,0.03573091247672253,0.10038572744485068,0.11757982009499807,0.0357395208442614
Samoa,2011,Oceania,6908.0,0.2495,684699.0,8.0,0.0355,0.1962,0.5327,3821.5068,194713.0,8.26,0.2391,3547.7857153862346,4.10861113536333,99.11682107701216,pre_covid,4.725351012002946e-05,6.125545786915894e-06,8.034709946970914e-05,0.026961986678782697,8.980157247957498e-06,0.03794227188081936,0.11066386662384815,0.1345778998283507,0.037940426326061066
Samoa,2012,Oceania,7412.0,0.2527,741746.0,8.0,0.0377,0.1948,0.5397,3934.6032,196498.0,8.34,0.2276,3772.0485704689104,4.071288257386844,100.07366432811656,pre_covid,5.215690091691948e-05,6.7977810252007574e-06,8.034709946970914e-05,0.027783477815621915,1.0210551835584465e-05,0.03887337057728119,0.11814096292297066,0.13326195530585214,0.03886846071891142
Samoa,2013,Oceania,7906.0,0.2559,795983.0,9.0,0.0399,0.1939,0.5469,4023.5254,198268.0,8.39,0.2164,3987.532027356911,4.539310428309157,100.68087528459398,pre_covid,5.6963002213871213e-05,7.436903549064522e-06,9.641651936365097e-05,0.028429376351457224,1.143060697289524e-05,0.039455307262569836,0.12532534732503947,0.14976366272029976,0.039457389627252655
Samoa,2014,Oceania,8268.0,0.2591,830479.0,9.0,0.0413,0.1931,0.5541,3982.6808,200037.0,8.37,0.2057,4133.23535145998,4.4991676539840135,100.44496855345912,pre_covid,6.0484882111637464e-05,7.843400416206959e-06,9.641651936365097e-05,0.02813269602487085,1.2649972813518269e-05,0.039222532588454366,0.13018320836056083,0.14834829319750065,0.039228585630625874
Samoa,2015,Oceania,8779.0,0.2621,888107.0,10.0,0.0435,0.1923,0.5615,4084.3608,201782.0,8.43,0.1954,4350.734951581409,4.955843434994201,101.16266089531837,pre_covid,6.54563755584843e-05,8.52248209117462e-06,0.0001124859392575928,0.028871262582195502,1.3852795533635389e-05,0.03992085661080074,0.13743481253071657,0.164449945191131,0.039924669525205195
Samoa,2016,Oceania,9237.0,0.2649,938872.0,10.0,0.0454,0.1913,0.569,4147.071,203499.0,8.47,0.1855,4539.088644170241,4.91402906156787,101.64252462920862,pre_covid,6.991223465565816e-05,9.120690969319502e-06,0.0001124859392575928,0.029326766678607192,1.5036317946495613e-05,0.04038640595903167,0.14371466969771296,0.16297563777821505,0.040390085410636524
Samoa,2017,Oceania,9802.0,0.2672,1009204.0,11.0,0.0477,0.1897,0.5766,4307.5938,205415.0,8.58,0.176,4771.803422340141,5.3550130224180315,102.95898796164049,pre_covid,7.540909140217178e-05,9.949475108346112e-06,0.00012855535915153464,0.030492745944619325,1.6357010400217335e-05,0.041666666666666664,0.1514735596216096,0.1785240214842115,0.04166691236010084
Samoa,2018,Oceania,10079.0,0.2691,1031655.0,11.0,0.0486,0.1872,0.5842,4231.8141,207582.0,8.53,0.1669,4855.430625006022,5.299110712874913,102.35688064292093,pre_covid,7.810401055046253e-05,1.0214035091074976e-05,0.00012855535915153464,0.029942309751227362,1.785071632256335e-05,0.04108472998137802,0.15426175496197708,0.17655299614997463,0.0410829334280096
Samoa,2019,Oceania,10566.0,0.2704,1091651.0,11.0,0.0504,0.1841,0.5917,4351.9423,209780.0,8.61,0.1583,5036.705119649157,5.243588521308037,103.31733863335226,pre_covid,8.284200919745746e-05,1.0921021003675791e-05,0.00012855535915153464,0.030814877327069293,1.9365790442229498e-05,0.042015828677839845,0.1603055862175892,0.1745953731629269,0.042014473726777884
Samoa,2020,Oceania,8232.0,0.2714,833692.0,9.0,0.0388,0.1805,0.5988,4099.5966,211944.0,8.44,0.1501,3884.0448420337443,4.246404710678292,101.27453838678329,covid,6.01346399118596e-05,7.881262035934715e-06,9.641651936365097e-05,0.02898192989488322,2.0857428474512276e-05,0.040037243947858465,0.12187500486818813,0.13943627920588575,0.040033178583241014
Samoa,2021,Oceania,9627.0,0.2716,969245.0,11.0,0.045,0.1757,0.6056,4021.5593,213779.0,8.39,0.1422,4503.2486820501545,5.145500727386693,100.67985873065336,covid,7.370652515325163e-05,9.478602882170769e-06,0.00012855535915153464,0.028415095315773155,2.2122287896526554e-05,0.039455307262569836,0.1425197377593409,0.17113695564174644,0.03945640367995357
Samoa,2022,Oceania,10673.0,0.2736,1084773.0,12.0,0.0496,0.175,0.6124,4132.4472,215261.0,8.47,0.1347,4958.167062310405,5.574628009718435,101.63712170898529,post_covid,8.38830068467972e-05,1.0839971448590978e-05,0.00014462477904547645,0.029220544711445463,2.3143825587766423e-05,0.04038640595903167,0.15768706690171155,0.18626729197312267,0.04038484516278684
Samoa,2023,Oceania,12232.0,0.2736,1307884.0,13.0,0.0565,0.175,0.6124,4822.7408,216663.0,8.91,0.1347,5645.634003036974,6.0001015401799105,106.92315238718116,post_covid,9.905043988717726e-05,1.3469085621973878e-05,0.0001606941989394183,0.03423458648657569,2.4110219543986595e-05,0.0455074487895717,0.18060774414173295,0.2012688029024687,0.04551172280483082
Samoa,2024,Oceania,13122.0,0.2736,1462792.0,14.0,0.0602,0.175,0.6124,5392.8776,218019.0,9.29,0.1347,6018.741485833803,6.42145868020677,111.4762993446121,post_covid,0.00010770920538168544,1.5294503545654907e-05,0.00017676361883336013,0.03837585294586065,2.5044905852570444e-05,0.049930167597765356,0.1930474349579701,0.21612517653966082,0.049927782558944915
Samoa,2025,Oceania,13235.0,0.2736,1475490.0,14.0,0.0607,0.175,0.6124,5392.8776,218019.0,9.29,0.1347,6070.571830895472,6.42145868020677,111.48394408764639,post_covid,0.00010880857673098815,1.544413530640904e-05,0.00017676361883336013,0.03837585294586065,2.5044905852570444e-05,0.049930167597765356,0.1947754985782249,0.21612517653966082,0.049935197132285045
Samoa,2026,Oceania,13333.0,0.2736,1486363.0,14.0,0.0612,0.175,0.6124,5392.8776,218019.0,9.29,0.1347,6115.52204165692,6.42145868020677,111.48001200030001,post_covid,0.00010976201383038344,1.557226147861567e-05,0.00017676361883336013,0.03837585294586065,2.5044905852570444e-05,0.049930167597765356,0.1962741732223397,0.21612517653966082,0.04993138343313534
South Africa,2000,Africa,397932.0,0.2678,23875919.0,574.0,0.0084,0.5626,0.2074,3217.8469,47159719.0,5.0,0.4942,843.7963763100454,1.2171404159554047,59.99999748700783,pre_covid,0.003851506452507182,0.00027940819523065,0.009175638759440784,0.02257722060740244,0.03238180323302838,0.0,0.020510779646426967,0.03262930257475607,1.3411219966677893e-06
South Africa,2001,Africa,392501.0,0.2699,23550055.0,584.0,0.0083,0.57,0.2133,2847.1519,47566800.0,5.0,0.4941,825.1574627681493,1.2277470841006752,59.99998726117895,pre_covid,0.0037986685250906943,0.0002755682516106794,0.009336332958380203,0.01988462688230938,0.032662402817972794,0.0,0.019889343914627343,0.03300327659831669,1.3312040494119566e-06
South Africa,2002,Africa,400477.0,0.2719,24028597.0,605.0,0.0083,0.5767,0.219,2688.2368,48019415.0,5.0,0.4938,833.9897518534951,1.2599070605087546,59.99994256848708,pre_covid,0.003876266630241478,0.0002812073350927085,0.00967379077615298,0.01873032536466675,0.032974388838297036,0.0,0.020183819234708654,0.03413718553279269,1.287856975459101e-06
South Africa,2003,Africa,510984.0,0.2741,31946711.0,695.0,0.0105,0.5837,0.2245,4062.2176,48500348.0,5.21,0.4934,1053.5676981121867,1.4329794087250673,62.51998301316675,pre_covid,0.0049513837072095845,0.0003745134730413599,0.011120038566607746,0.028710422426883236,0.033305894362224885,0.00244413407821229,0.027504717065669208,0.040239437582452645,0.0024454543401870843
South Africa,2004,Africa,600006.0,0.2764,40896424.0,770.0,0.0122,0.591,0.23,5221.4633,48991421.0,5.68,0.493,1224.7164661747615,1.5717037478867983,68.160025066416,pre_covid,0.005817474293560267,0.0004799758540804355,0.012325245058653383,0.037130761783122496,0.03364438935456647,0.007914338919925509,0.03321094879899966,0.04513063419307104,0.007915684700798677
South Africa,2005,Africa,663963.0,0.2788,47247603.0,831.0,0.0134,0.5982,0.2353,5836.8766,49490033.0,5.93,0.4923,1341.6095317616782,1.6791259767395992,71.15999385507928,pre_covid,0.006439708748315615,0.0005548174115410351,0.013305479672183835,0.0416009002795112,0.033988080954636984,0.010824022346368712,0.037108253628062,0.04891816884520827,0.010825329734239325
